p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene
1.56653873666782e-28	0.379058776756078	0.558	0.444	2.73799640394802e-24	B_big_v2	Rexo2
1.72167789504332e-28	0.499056063626724	0.407	0.301	3.00914862495672e-24	B_big_v2	Bag2
2.03859598452423e-28	0.38520734098809	0.566	0.454	3.56305806175145e-24	B_big_v2	Syngr2
2.04407278388156e-28	0.50596689013353	0.377	0.271	3.57263041166818e-24	B_big_v2	Rnf20
2.05302309175181e-28	0.513370145597067	0.441	0.337	3.58827375976382e-24	B_big_v2	Fam84b
2.06847049769675e-28	0.356489419339659	0.718	0.626	3.61527273587438e-24	B_big_v2	Lpp
2.45508507844339e-28	0.614485748516183	0.279	0.186	4.29099770010335e-24	B_big_v2	Avl9
2.75313511746062e-28	0.623612960367919	0.288	0.195	4.81192955829767e-24	B_big_v2	Spata13
2.93385857815702e-28	0.393610953913226	0.544	0.434	5.12779802290284e-24	B_big_v2	Nfe2l1
3.48215256231037e-28	0.670154206302531	0.261	0.172	6.08610624840607e-24	B_big_v2	Ccdc120
3.75250031488287e-28	0.567280673873662	0.411	0.312	6.55862005035229e-24	B_big_v2	Tmbim1
3.97266277395746e-28	0.532645780337159	0.325	0.225	6.94341999632286e-24	B_big_v2	Vps37a
4.15156729244909e-28	0.551461100909691	0.343	0.243	7.25610931374252e-24	B_big_v2	Pwwp2b
4.69246845830976e-28	0.403880953373969	0.564	0.456	8.2014963714338e-24	B_big_v2	Myof
4.99011862964416e-28	0.586094599043939	0.294	0.199	8.72172934089207e-24	B_big_v2	Rarg
5.32864045127959e-28	0.340070162003731	0.566	0.44	9.31339778074646e-24	B_big_v2	Pkm
5.58349226551976e-28	0.46414068401507	0.408	0.301	9.75882778167543e-24	B_big_v2	Safb2
6.69114416471366e-28	0.268952129331733	0.733	0.606	1.16947817710865e-23	B_big_v2	Emc6
7.78863438254261e-28	0.403137713939572	0.494	0.383	1.3612975173808e-23	B_big_v2	Trpm7
8.92851375434391e-28	0.575369527833739	0.3	0.205	1.56052563398423e-23	B_big_v2	Cic
9.87394520427536e-28	0.561185763012744	0.334	0.236	1.72576814280325e-23	B_big_v2	Spryd7
1.05030210742882e-27	0.652069865168801	0.276	0.186	1.83571802336409e-23	B_big_v2	Prdm2
1.18505383895295e-27	0.422406662988518	0.495	0.384	2.07123709972196e-23	B_big_v2	Tob2
1.21389626470161e-27	0.347092736304166	0.608	0.496	2.12164789144547e-23	B_big_v2	Stt3b
1.2505195313001e-27	0.366227794460607	0.613	0.503	2.18565803680632e-23	B_big_v2	Sod1
1.47533949462668e-27	0.457842609000069	0.419	0.315	2.5785983687085e-23	B_big_v2	Ctr9
1.61031811468122e-27	0.417606026698986	0.476	0.365	2.81451400083983e-23	B_big_v2	Trp53bp2
1.61893545804223e-27	0.626766225092215	0.269	0.179	2.82957539356622e-23	B_big_v2	Xpo1
1.94416620629357e-27	0.596983373097952	0.287	0.195	3.3980136953599e-23	B_big_v2	Ywhag
2.05239680496922e-27	0.581015393896661	0.316	0.22	3.5871791357252e-23	B_big_v2	Slc44a2
